#chr	pos	class	strand	S1	S2
Chr1	1737	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	1740	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	1745	CHH	G	0	40/0.0/0/3
Chr1	1747	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	1748	CHH	C	40/50.0/1/1	40/0.0/0/1
Chr1	1753	CHH	G	0	40/0.0/0/2
Chr1	1754	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	1757	CHH	G	40/0.0/0/2	40/0.0/0/2
Chr1	1761	CHH	G	40/0.0/0/3	40/0.0/0/2
Chr1	1767	CHH	G	40/0.0/0/2	40/0.0/0/2
Chr1	1768	CHH	G	40/0.0/0/3	40/0.0/0/3
Chr1	1774	CHH	G	40/0.0/0/3	40/0.0/0/2
Chr1	1775	CHH	G	40/0.0/0/3	40/0.0/0/2
Chr1	1778	CG	C	40/0.0/0/2	40/0.0/0/1
Chr1	1779	CG	G	40/0.0/0/3	40/0.0/0/1
Chr1	1781	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	1785	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	1786	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	1787	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	1790	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	1794	CHH	G	40/0.0/0/3	40/0.0/0/1
Chr1	1796	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	1799	CHH	G	40/0.0/0/3	40/0.0/0/1
Chr1	1802	CHH	G	40/0.0/0/3	40/0.0/0/1
Chr1	1803	CHH	G	40/0.0/0/3	40/0.0/0/1
Chr1	1804	CHH	G	40/0.0/0/3	40/0.0/0/1
Chr1	1807	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	1811	CHH	G	40/0.0/0/3	0
Chr1	1813	CHG	C	40/0.0/0/2	40/0.0/0/1
Chr1	1815	CHG	G	40/0.0/0/2	0
Chr1	1825	CHH	C	40/0.0/0/2	0
Chr1	1835	CHG	C	40/0.0/0/1	0
Chr1	1837	CHG	G	40/0.0/0/3	0
Chr1	1838	CHH	G	40/0.0/0/3	40/0.0/0/2
Chr1	1839	CHH	G	40/0.0/0/3	40/0.0/0/2
Chr1	1847	CHH	C	40/0.0/0/1	0
Chr1	1853	CHH	C	40/0.0/0/1	0
Chr1	1857	CHH	G	40/0.0/0/4	40/0.0/0/3
Chr1	1862	CHH	G	40/0.0/0/4	40/0.0/0/3
Chr1	1863	CHH	G	40/0.0/0/4	40/0.0/0/2
Chr1	1865	CHH	C	40/0.0/0/1	0
Chr1	1867	CHH	C	40/0.0/0/1	0
Chr1	1869	CHH	C	40/0.0/0/1	0
Chr1	1871	CHH	C	40/0.0/0/1	0
Chr1	1875	CHH	G	40/0.0/0/5	40/0.0/0/3
Chr1	1882	CHH	G	40/0.0/0/5	40/0.0/0/2
Chr1	1892	CHG	G	40/0.0/0/6	40/0.0/0/5
Chr1	1894	CHH	G	40/0.0/0/6	40/0.0/0/3
Chr1	1898	CHG	G	40/0.0/0/6	40/0.0/0/4
Chr1	1899	CHH	G	40/0.0/0/6	40/0.0/0/4
Chr1	1936	CHH	G	40/0.0/0/6	40/0.0/0/5
Chr1	1944	CG	G	40/0.0/0/7	40/0.0/0/4
Chr1	1966	CHG	G	40/0.0/0/5	40/0.0/0/3
Chr1	1986	CHH	G	40/25.0/1/3	40/0.0/0/3
Chr1	1995	CHH	G	40/0.0/0/3	40/0.0/0/3
Chr1	2002	CHH	G	40/0.0/0/7	40/0.0/0/3
Chr1	2009	CHH	G	40/0.0/0/10	40/0.0/0/2
Chr1	2011	CHH	G	40/0.0/0/10	40/0.0/0/3
Chr1	2023	CHG	G	40/0.0/0/10	40/0.0/0/1
Chr1	2025	CG	G	40/0.0/0/9	0
Chr1	2035	CHH	G	40/0.0/0/8	0
Chr1	2054	CHH	G	40/0.0/0/10	0
Chr1	2058	CHH	G	40/0.0/0/9	0
Chr1	2090	CHH	C	0	40/0.0/0/1
Chr1	2092	CHH	C	0	40/0.0/0/1
Chr1	2096	CHH	C	0	40/0.0/0/1
Chr1	2099	CHH	C	0	40/0.0/0/1
Chr1	2103	CHH	C	0	40/0.0/0/1
Chr1	2106	CHH	G	40/0.0/0/4	40/0.0/0/2
Chr1	2107	CHH	C	0	40/0.0/0/1
Chr1	2111	CHH	G	40/0.0/0/4	40/0.0/0/3
Chr1	2115	CHH	G	40/0.0/0/4	40/0.0/0/3
Chr1	2117	CHH	C	0	40/0.0/0/1
Chr1	2118	CHH	C	0	40/0.0/0/1
Chr1	2119	CHH	C	0	40/0.0/0/1
Chr1	2127	CHH	G	40/0.0/0/4	40/0.0/0/4
Chr1	2128	CHH	G	40/0.0/0/4	40/0.0/0/4
Chr1	2130	CHH	C	0	40/0.0/0/1
Chr1	2133	CHH	C	0	40/0.0/0/1
Chr1	2138	CHH	C	0	40/0.0/0/1
Chr1	2142	CHH	C	0	40/0.0/0/1
Chr1	2143	CHH	C	0	40/0.0/0/1
Chr1	2145	CHH	C	0	40/0.0/0/1
Chr1	2148	CHH	G	40/0.0/0/3	40/0.0/0/3
Chr1	2151	CHH	C	0	40/0.0/0/1
Chr1	2153	CHH	C	0	40/0.0/0/1
Chr1	2160	CHH	G	40/0.0/0/2	40/0.0/0/3
Chr1	2165	CHH	G	40/0.0/0/2	40/0.0/0/3
Chr1	2166	CHH	G	40/0.0/0/2	40/0.0/0/3
Chr1	2170	CHH	G	40/0.0/0/2	40/0.0/0/2
Chr1	2172	CHH	G	40/0.0/0/2	40/0.0/0/3
Chr1	2173	CHH	C	0	40/0.0/0/1
Chr1	2177	CHH	C	0	40/0.0/0/1
Chr1	2180	CHH	C	0	40/0.0/0/1
Chr1	2194	CG	C	0	40/0.0/0/1
Chr1	2195	CG	G	40/0.0/0/1	40/0.0/0/1
Chr1	2196	CHH	C	0	40/0.0/0/1
Chr1	2204	CHH	C	0	40/0.0/0/1
Chr1	2243	CHH	G	0	40/0.0/0/1
Chr1	2250	CHH	G	0	40/0.0/0/1
Chr1	2251	CHH	G	0	40/0.0/0/1
Chr1	2253	CHH	G	0	40/0.0/0/1
Chr1	2258	CG	G	0	40/0.0/0/1
Chr1	2274	CHH	G	40/0.0/0/3	40/0.0/0/4
Chr1	2277	CHH	G	40/0.0/0/3	40/0.0/0/4
Chr1	2283	CHH	G	40/0.0/0/5	40/0.0/0/4
Chr1	2290	CHH	G	40/0.0/0/5	40/0.0/0/3
Chr1	2294	CHH	G	40/0.0/0/6	40/0.0/0/4
Chr1	2297	CG	G	40/0.0/0/6	40/0.0/0/4
Chr1	2317	CHH	G	40/0.0/0/11	40/0.0/0/4
Chr1	2329	CHG	G	40/0.0/0/14	40/0.0/0/4
Chr1	2380	CHH	G	40/0.0/0/15	0
Chr1	2385	CHH	G	40/0.0/0/12	40/0.0/0/1
Chr1	2393	CHH	G	40/0.0/0/13	40/0.0/0/2
Chr1	2396	CHH	G	40/0.0/0/11	40/0.0/0/2
Chr1	2398	CHH	G	40/0.0/0/12	40/0.0/0/2
Chr1	2399	CHH	G	40/0.0/0/11	40/0.0/0/2
Chr1	2401	CG	G	40/0.0/0/11	40/0.0/0/2
Chr1	2410	CHH	G	40/0.0/0/7	40/0.0/0/2
Chr1	2420	CHH	C	40/0.0/0/2	0
Chr1	2423	CHH	C	40/0.0/0/2	0
Chr1	2426	CHH	C	40/0.0/0/2	0
Chr1	2431	CG	C	40/0.0/0/2	0
Chr1	2432	CG	G	40/0.0/0/4	40/0.0/0/1
Chr1	2433	CHH	C	40/0.0/0/2	0
Chr1	2437	CG	C	40/0.0/0/2	0
Chr1	2438	CG	G	40/0.0/0/3	40/0.0/0/2
Chr1	2442	CHH	C	40/0.0/0/2	0
Chr1	2443	CHH	C	40/0.0/0/2	0
Chr1	2453	CHH	G	40/0.0/0/4	40/0.0/0/1
Chr1	2454	CHH	G	40/0.0/0/4	40/0.0/0/1
Chr1	2455	CHH	C	40/0.0/0/2	0
Chr1	2458	CHH	G	40/0.0/0/6	40/0.0/0/1
Chr1	2463	CHH	G	40/0.0/0/8	40/0.0/0/3
Chr1	2466	CHH	G	40/12.5/1/7	40/0.0/0/3
Chr1	2467	CHH	G	40/14.3/1/6	40/0.0/0/2
Chr1	2468	CHH	C	40/0.0/0/2	0
Chr1	2471	CHH	G	40/0.0/0/7	40/0.0/0/2
Chr1	2473	CHH	C	40/0.0/0/2	0
Chr1	2478	CG	C	40/0.0/0/2	0
Chr1	2479	CG	G	40/0.0/0/7	40/0.0/0/2
Chr1	2483	CHH	C	40/0.0/0/2	0
Chr1	2486	CHH	G	40/0.0/0/8	40/0.0/0/3
Chr1	2488	CHH	C	40/0.0/0/2	0
Chr1	2490	CHH	C	40/0.0/0/2	0
Chr1	2493	CHH	C	40/0.0/0/2	0
Chr1	2500	CHH	G	40/0.0/0/6	40/0.0/0/3
Chr1	2510	CG	G	40/0.0/0/11	40/0.0/0/3
Chr1	2516	CHH	G	40/0.0/0/11	40/0.0/0/3
Chr1	2530	CHH	G	40/0.0/0/10	40/0.0/0/5
Chr1	2533	CHH	G	40/0.0/0/10	40/0.0/0/4
Chr1	2548	CHH	C	40/0.0/0/1	0
Chr1	2556	CHH	C	40/0.0/0/1	0
Chr1	2562	CHH	G	40/0.0/0/9	40/0.0/0/2
Chr1	2564	CHH	C	40/0.0/0/2	0
Chr1	2569	CHH	G	40/16.7/1/5	40/0.0/0/2
Chr1	2576	CHH	G	40/16.7/1/5	40/0.0/0/3
Chr1	2579	CHH	G	40/0.0/0/5	40/0.0/0/3
Chr1	2583	CHH	G	40/20.0/1/4	40/0.0/0/3
Chr1	2588	CHH	G	40/0.0/0/4	40/0.0/0/3
Chr1	2589	CHH	G	40/25.0/1/3	40/0.0/0/3
Chr1	2592	CHH	G	40/0.0/0/3	40/0.0/0/2
Chr1	2593	CHH	G	40/0.0/0/3	40/0.0/0/2
Chr1	2594	CHG	C	40/0.0/0/2	0
Chr1	2596	CHG	G	40/0.0/0/3	40/0.0/0/1
Chr1	2598	CHH	G	40/0.0/0/3	40/0.0/0/2
Chr1	2606	CHH	G	40/0.0/0/3	0
Chr1	2607	CHG	C	40/0.0/0/2	0
Chr1	2609	CHG	G	40/0.0/0/1	40/0.0/0/1
Chr1	2610	CHH	G	40/0.0/0/1	40/0.0/0/1
Chr1	2623	CHH	G	0	40/0.0/0/1
Chr1	2630	CHH	G	0	40/0.0/0/1
Chr1	2637	CHH	C	40/0.0/0/3	40/0.0/0/1
Chr1	2643	CHG	C	40/0.0/0/3	40/0.0/0/1
Chr1	2645	CHG	G	0	40/0.0/0/1
Chr1	2646	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	2647	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	2658	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	2661	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	2663	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	2667	CHH	G	40/0.0/0/1	40/0.0/0/2
Chr1	2668	CHH	G	40/0.0/0/1	40/0.0/0/2
Chr1	2671	CHH	G	40/0.0/0/1	40/0.0/0/2
Chr1	2673	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	2676	CHH	G	40/0.0/0/1	40/0.0/0/1
Chr1	2679	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	2680	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	2683	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	2684	CHH	C	40/0.0/0/2	40/100.0/1/0
Chr1	2686	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	2688	CG	C	40/0.0/0/2	40/0.0/0/1
Chr1	2689	CG	G	40/0.0/0/1	40/0.0/0/4
Chr1	2693	CHH	G	40/0.0/0/2	40/0.0/0/3
Chr1	2695	CHH	G	40/0.0/0/2	40/0.0/0/3
Chr1	2697	CHH	C	40/0.0/0/2	0
Chr1	2702	CHH	G	40/0.0/0/2	40/0.0/0/4
Chr1	2704	CHH	G	40/0.0/0/4	40/0.0/0/5
Chr1	2706	CHH	G	40/0.0/0/4	40/0.0/0/3
Chr1	2707	CHH	C	40/0.0/0/2	0
Chr1	2708	CHH	C	40/0.0/0/2	0
Chr1	2710	CHH	C	40/0.0/0/2	0
Chr1	2713	CHH	G	40/0.0/0/5	40/0.0/0/3
Chr1	2720	CHH	G	40/0.0/0/5	40/0.0/0/3
Chr1	2721	CHH	C	40/0.0/0/3	40/0.0/0/1
Chr1	2724	CHH	G	40/0.0/0/5	40/0.0/0/3
Chr1	2725	CHH	C	40/0.0/0/3	40/0.0/0/1
Chr1	2728	CHH	C	40/0.0/0/2	40/0.0/0/2
Chr1	2729	CHH	C	40/0.0/0/2	40/0.0/0/2
Chr1	2730	CHH	C	40/0.0/0/2	40/0.0/0/2
Chr1	2732	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	2734	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	2737	CHH	G	40/0.0/0/5	40/0.0/0/1
Chr1	2740	CHH	C	40/0.0/0/2	40/0.0/0/2
Chr1	2748	CHH	C	40/0.0/0/2	40/0.0/0/2
Chr1	2751	CHH	G	40/0.0/0/3	40/0.0/0/1
Chr1	2752	CHH	G	40/0.0/0/3	40/0.0/0/1
Chr1	2753	CHH	G	40/0.0/0/3	40/0.0/0/1
Chr1	2760	CHH	G	40/0.0/0/3	40/0.0/0/1
Chr1	2762	CHH	G	40/0.0/0/3	40/0.0/0/1
Chr1	2767	CHH	C	40/0.0/0/2	40/0.0/0/2
Chr1	2772	CHH	C	40/0.0/0/1	40/0.0/0/2
Chr1	2774	CHH	C	40/0.0/0/1	40/50.0/2/2
Chr1	2775	CHH	C	40/0.0/0/1	40/0.0/0/3
Chr1	2778	CHH	C	40/0.0/0/3	40/50.0/2/2
Chr1	2781	CHH	C	40/0.0/0/3	40/25.0/1/3
Chr1	2782	CHH	C	40/0.0/0/3	40/33.3/1/2
Chr1	2785	CHH	C	40/0.0/0/3	40/25.0/1/3
Chr1	2789	CHH	G	40/0.0/0/3	40/0.0/0/1
Chr1	2791	CHH	G	40/0.0/0/3	0
Chr1	2795	CHH	G	40/0.0/0/3	40/0.0/0/1
Chr1	2800	CHH	C	40/0.0/0/3	40/0.0/0/3
Chr1	2803	CHG	C	40/0.0/0/5	40/0.0/0/3
Chr1	2805	CHG	G	40/0.0/0/2	40/0.0/0/1
Chr1	2806	CHH	G	40/0.0/0/2	0
Chr1	2807	CG	C	40/0.0/0/6	40/0.0/0/3
Chr1	2808	CG	G	40/0.0/0/2	40/0.0/0/1
Chr1	2810	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	2811	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	2814	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	2815	CHH	C	40/0.0/0/6	40/0.0/0/3
Chr1	2823	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	2826	CHH	G	40/0.0/0/1	40/0.0/0/1
Chr1	2830	CG	C	40/0.0/0/5	40/0.0/0/4
Chr1	2831	CG	G	40/0.0/0/1	0
Chr1	2842	CHH	G	40/0.0/0/2	0
Chr1	2845	CG	C	40/0.0/0/4	40/0.0/0/4
Chr1	2846	CG	G	40/0.0/0/2	0
Chr1	2847	CHG	G	40/0.0/0/2	0
Chr1	2851	CHH	G	40/0.0/0/1	0
Chr1	2852	CHH	G	40/0.0/0/1	0
Chr1	2857	CG	C	40/0.0/0/4	40/0.0/0/5
Chr1	2858	CG	G	40/0.0/0/1	0
Chr1	2859	CHG	G	40/0.0/0/1	0
Chr1	2860	CHH	C	40/0.0/0/4	40/0.0/0/4
Chr1	2862	CHH	C	40/0.0/0/4	40/0.0/0/5
Chr1	2866	CG	C	40/0.0/0/4	40/0.0/0/5
Chr1	2867	CG	G	40/0.0/0/1	0
Chr1	2872	CHH	G	40/0.0/0/1	0
Chr1	2874	CHH	G	40/0.0/0/1	0
Chr1	2877	CG	C	40/0.0/0/3	40/0.0/0/3
Chr1	2878	CG	G	40/0.0/0/1	0
Chr1	2882	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	2884	CHH	C	40/0.0/0/3	40/0.0/0/3
Chr1	2886	CHH	C	40/0.0/0/3	40/0.0/0/3
Chr1	2890	CHH	C	40/0.0/0/3	40/0.0/0/3
Chr1	2894	CHH	G	40/0.0/0/5	40/0.0/0/3
Chr1	2897	CHH	C	40/0.0/0/3	40/0.0/0/3
Chr1	2898	CHH	C	40/0.0/0/3	40/0.0/0/3
Chr1	2901	CHH	G	40/0.0/0/7	40/0.0/0/3
Chr1	2909	CHH	G	40/0.0/0/7	40/0.0/0/3
Chr1	2910	CHH	C	40/0.0/0/1	40/0.0/0/3
Chr1	2913	CHH	C	40/0.0/0/1	40/0.0/0/2
Chr1	2914	CHH	C	40/0.0/0/1	40/0.0/0/2
Chr1	2915	CHH	C	40/0.0/0/1	40/0.0/0/2
Chr1	2916	CHH	C	40/0.0/0/1	40/0.0/0/2
Chr1	2918	CG	C	40/0.0/0/1	40/0.0/0/2
Chr1	2919	CG	G	40/0.0/0/7	40/0.0/0/3
Chr1	2922	CHH	C	40/0.0/0/1	0
Chr1	2923	CHH	C	40/0.0/0/1	0
Chr1	2928	CHH	G	40/0.0/0/7	40/0.0/0/5
Chr1	2929	CG	C	40/0.0/0/1	0
Chr1	2930	CG	G	40/0.0/0/7	40/0.0/0/5
Chr1	2932	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	2935	CHH	G	40/12.5/1/7	40/0.0/0/5
Chr1	2936	CHH	C	0	40/0.0/0/1
Chr1	2941	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	2944	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	2947	CHH	G	40/0.0/0/6	40/0.0/0/6
Chr1	2948	CHH	G	40/0.0/0/6	40/0.0/0/5
Chr1	2950	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	2961	CHH	G	40/0.0/0/5	40/0.0/0/7
Chr1	2962	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	2966	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	2972	CHH	G	40/0.0/0/6	40/0.0/0/5
Chr1	2973	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	2974	CHG	C	40/0.0/0/1	40/0.0/0/1
Chr1	2976	CHG	G	40/0.0/0/6	40/0.0/0/5
Chr1	2977	CG	C	40/0.0/0/1	40/0.0/0/1
Chr1	2978	CG	G	40/0.0/0/6	40/0.0/0/5
Chr1	2982	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	2988	CHH	G	40/0.0/0/6	40/0.0/0/3
Chr1	2990	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	2993	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	2994	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	2997	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	3000	CHH	G	40/0.0/0/5	40/0.0/0/3
Chr1	3003	CHH	G	40/0.0/0/5	40/0.0/0/3
Chr1	3004	CHH	G	40/0.0/0/5	40/0.0/0/3
Chr1	3011	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	3014	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	3019	CG	C	40/0.0/0/1	40/0.0/0/1
Chr1	3020	CG	G	40/0.0/0/5	40/0.0/0/2
Chr1	3024	CHH	G	40/0.0/0/5	40/0.0/0/2
Chr1	3025	CHH	G	40/0.0/0/5	40/0.0/0/1
Chr1	3029	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	3032	CHH	G	40/0.0/0/4	40/0.0/0/2
Chr1	3044	CHH	G	40/0.0/0/4	40/0.0/0/2
Chr1	3045	CHH	C	40/0.0/0/1	0
Chr1	3047	CHH	C	40/0.0/0/1	0
Chr1	3049	CHH	C	40/0.0/0/1	0
Chr1	3051	CHH	C	40/0.0/0/1	0
Chr1	3060	CHH	G	40/0.0/0/5	40/0.0/0/1
Chr1	3069	CG	C	40/0.0/0/1	0
Chr1	3070	CG	G	40/0.0/0/2	40/0.0/0/1
Chr1	3074	CHH	G	0	40/0.0/0/1
Chr1	3076	CHH	G	40/66.7/2/1	40/0.0/0/1
Chr1	3079	CHH	G	40/66.7/2/1	40/0.0/0/1
Chr1	3089	CHH	G	0	40/0.0/0/1
Chr1	3091	CG	C	40/33.3/1/2	0
Chr1	3092	CG	G	40/0.0/0/1	0
Chr1	3094	CHH	G	0	40/0.0/0/1
Chr1	3097	CHH	C	40/0.0/0/3	0
Chr1	3099	CHH	C	40/0.0/0/3	0
Chr1	3101	CHH	C	40/0.0/0/3	0
Chr1	3109	CHH	C	40/0.0/0/3	0
Chr1	3112	CHH	G	40/0.0/0/6	0
Chr1	3117	CHG	C	40/0.0/0/2	0
Chr1	3119	CHG	G	40/0.0/0/6	0
Chr1	3123	CG	C	40/0.0/0/2	0
Chr1	3124	CG	G	40/0.0/0/6	40/0.0/0/1
Chr1	3126	CHH	G	40/0.0/0/6	40/0.0/0/1
Chr1	3129	CHH	G	40/0.0/0/4	40/0.0/0/1
Chr1	3130	CHH	C	40/0.0/0/2	0
Chr1	3132	CHH	C	40/0.0/0/2	0
Chr1	3134	CHH	C	40/0.0/0/2	0
Chr1	3135	CHH	C	40/0.0/0/2	0
Chr1	3139	CHH	G	40/0.0/0/6	0
Chr1	3144	CHH	G	40/0.0/0/7	0
Chr1	3145	CHH	C	40/0.0/0/2	0
Chr1	3149	CHH	G	40/0.0/0/7	0
Chr1	3150	CHH	G	40/0.0/0/7	0
Chr1	3151	CHH	G	40/0.0/0/7	0
Chr1	3153	CHH	G	40/0.0/0/7	0
Chr1	3154	CHH	G	40/0.0/0/7	0
Chr1	3155	CHH	G	40/0.0/0/7	0
Chr1	3157	CHH	C	40/0.0/0/1	0
Chr1	3158	CHH	C	40/0.0/0/1	0
Chr1	3159	CHH	C	40/0.0/0/1	0
Chr1	3167	CHG	C	40/0.0/0/2	0
Chr1	3168	CG	C	40/0.0/0/2	0
Chr1	3169	CG	G	40/0.0/0/4	0
Chr1	3170	CHH	C	40/0.0/0/2	0
Chr1	3171	CHH	C	40/0.0/0/1	0
Chr1	3172	CHG	C	40/0.0/0/1	0
Chr1	3174	CHG	G	40/0.0/0/6	0
Chr1	3175	CHG	C	40/0.0/0/1	0
Chr1	3177	CHG	G	40/0.0/0/5	0
Chr1	3178	CHH	C	40/0.0/0/1	0
Chr1	3185	CHG	G	40/0.0/0/4	0
Chr1	3199	CHH	G	40/0.0/0/3	0
Chr1	3200	CHH	G	40/0.0/0/3	0
Chr1	3230	CHH	G	40/0.0/0/1	0
Chr1	3236	CHH	C	40/100.0/1/0	0
Chr1	3247	CHH	C	40/100.0/1/0	0
Chr1	3253	CHH	G	40/0.0/0/2	40/0.0/0/2
Chr1	3254	CHH	G	40/0.0/0/2	40/0.0/0/2
Chr1	3255	CHH	G	40/0.0/0/2	40/0.0/0/2
Chr1	3256	CHH	G	40/0.0/0/2	40/0.0/0/2
Chr1	3261	CHH	C	40/0.0/0/1	0
Chr1	3268	CHH	C	40/0.0/0/1	0
Chr1	3271	CHG	C	40/0.0/0/1	0
Chr1	3273	CHG	G	40/0.0/0/3	40/0.0/0/2
Chr1	3275	CHH	G	40/0.0/0/4	40/0.0/0/2
Chr1	3276	CHH	G	40/0.0/0/4	40/0.0/0/2
Chr1	3279	CHH	G	40/0.0/0/4	40/0.0/0/2
Chr1	3285	CHH	C	40/0.0/0/1	0
Chr1	3289	CHH	C	40/0.0/0/1	0
Chr1	3290	CHH	C	40/0.0/0/1	0
Chr1	3292	CG	C	40/0.0/0/1	0
Chr1	3293	CG	G	40/0.0/0/3	40/0.0/0/3
Chr1	3294	CHG	G	40/0.0/0/3	40/0.0/0/3
Chr1	3297	CHH	C	40/0.0/0/1	0
Chr1	3299	CHH	C	40/0.0/0/1	0
Chr1	3300	CHH	C	40/0.0/0/1	0
Chr1	3301	CHH	C	40/0.0/0/1	0
Chr1	3305	CHG	C	40/0.0/0/1	0
Chr1	3306	CG	C	40/0.0/0/1	0
Chr1	3307	CG	G	40/0.0/0/3	40/0.0/0/3
Chr1	3332	CHH	C	40/0.0/0/1	0
Chr1	3343	CHH	G	40/0.0/0/1	0
Chr1	3351	CHH	G	40/0.0/0/1	0
Chr1	3352	CHH	G	40/0.0/0/1	0
Chr1	3360	CHG	C	40/0.0/0/1	0
Chr1	3362	CHG	G	40/0.0/0/1	0
Chr1	3365	CHH	C	40/0.0/0/1	0
Chr1	3367	CHG	C	40/0.0/0/1	0
Chr1	3369	CHG	G	40/0.0/0/1	0
Chr1	3374	CHH	C	40/0.0/0/1	0
Chr1	3378	CHH	C	40/0.0/0/1	0
Chr1	3382	CHH	G	40/0.0/0/1	0
Chr1	3392	CHH	C	40/0.0/0/1	0
Chr1	3397	CHH	C	40/0.0/0/1	0
Chr1	3398	CHH	C	40/0.0/0/1	0
Chr1	3401	CHH	C	40/0.0/0/1	0
Chr1	3406	CHH	G	40/0.0/0/1	0
Chr1	3469	CHH	G	0	40/0.0/0/1
Chr1	3489	CHH	G	0	40/0.0/0/1
Chr1	3510	CHH	G	0	40/0.0/0/2
Chr1	3514	CHH	G	0	40/0.0/0/2
Chr1	3515	CHH	G	0	40/0.0/0/2
Chr1	3519	CG	G	0	40/0.0/0/2
Chr1	3520	CHG	G	0	40/0.0/0/2
Chr1	3542	CG	G	40/0.0/0/1	0
Chr1	3543	CHG	G	40/0.0/0/1	40/100.0/1/0
Chr1	3545	CHH	G	40/0.0/0/1	40/0.0/0/1
Chr1	3566	CHH	G	40/0.0/0/1	0
Chr1	3582	CHH	G	40/0.0/0/1	0
Chr1	3583	CHH	G	40/0.0/0/2	0
Chr1	3592	CHH	G	40/0.0/0/2	0
Chr1	3594	CHH	C	40/0.0/0/1	0
Chr1	3604	CG	C	40/50.0/1/1	0
Chr1	3606	CHG	C	40/50.0/1/1	0
Chr1	3610	CHH	C	40/50.0/1/1	0
Chr1	3613	CHH	C	40/0.0/0/2	0
Chr1	3615	CHG	C	40/50.0/1/1	0
Chr1	3617	CHG	G	40/0.0/0/3	40/0.0/0/2
Chr1	3619	CHH	C	40/50.0/1/1	0
Chr1	3622	CHH	C	40/0.0/0/2	0
Chr1	3623	CHH	C	40/50.0/1/1	0
Chr1	3625	CHH	C	40/0.0/0/2	0
Chr1	3626	CHH	C	40/50.0/1/1	0
Chr1	3627	CHH	C	40/0.0/0/1	0
Chr1	3629	CHH	C	40/0.0/0/1	0
Chr1	3630	CHH	C	40/0.0/0/1	0
Chr1	3640	CHH	G	40/0.0/0/6	40/0.0/0/8
Chr1	3646	CHH	C	40/0.0/0/2	0
Chr1	3647	CHH	C	40/0.0/0/2	0
Chr1	3651	CHH	C	40/0.0/0/2	0
Chr1	3652	CHG	C	40/0.0/0/2	0
Chr1	3654	CHG	G	40/0.0/0/9	40/0.0/0/12
Chr1	3656	CHH	G	40/0.0/0/10	40/0.0/0/12
Chr1	3661	CHH	C	40/0.0/0/5	40/0.0/0/7
Chr1	3667	CHH	C	40/0.0/0/9	40/0.0/0/11
Chr1	3673	CG	C	40/0.0/0/14	40/0.0/0/15
Chr1	3674	CG	G	40/0.0/0/12	40/0.0/0/11
Chr1	3675	CHG	G	40/0.0/0/12	40/0.0/0/12
Chr1	3677	CHH	G	40/0.0/0/12	40/0.0/0/12
Chr1	3683	CHG	C	40/0.0/0/15	40/0.0/0/16
Chr1	3685	CHG	G	40/0.0/0/11	40/0.0/0/10
Chr1	3690	CHG	C	40/0.0/0/18	40/0.0/0/17
